dataset,model,pooling,n_shots,seed,k,accuracy,macro_f1
cifar10,dinov2_vits14_reg,mean_pool,2,2,5,0.7788000106811523,0.7684778608576242
cifar10,dinov2_vits14_reg,mean_pool,2,2,20,0.777999997138977,0.767400161695499
cifar10,dinov2_vits14_reg,mean_pool,5,0,1,0.8720999956130981,0.8701134698865015
cifar10,dinov2_vits14_reg,mean_pool,5,0,5,0.8878999948501587,0.8855142805526046
cifar10,dinov2_vits14_reg,mean_pool,5,0,20,0.8888999819755554,0.8864028572102388
cifar10,dinov2_vits14_reg,mean_pool,5,1,1,0.871999979019165,0.8710052944316631
cifar10,dinov2_vits14_reg,mean_pool,5,1,5,0.8903999924659729,0.8893577721630599
cifar10,dinov2_vits14_reg,mean_pool,5,1,20,0.8935999870300293,0.8925934902737651
cifar10,dinov2_vits14_reg,mean_pool,5,2,1,0.8371000289916992,0.8351107702652254
cifar10,dinov2_vits14_reg,mean_pool,5,2,5,0.8540999889373779,0.8521237243151262
cifar10,dinov2_vits14_reg,mean_pool,5,2,20,0.8574000000953674,0.8553514265737097
cifar10,dinov2_vits14_reg,mean_pool,10,0,1,0.8855999708175659,0.8846811265267656
cifar10,dinov2_vits14_reg,mean_pool,10,0,5,0.9053000211715698,0.904418411424594
cifar10,dinov2_vits14_reg,mean_pool,10,0,20,0.9114999771118164,0.9105169765541081
cifar10,dinov2_vits14_reg,mean_pool,10,1,1,0.8907999992370605,0.8901417636299982
cifar10,dinov2_vits14_reg,mean_pool,10,1,5,0.9088000059127808,0.9081250451277615
cifar10,dinov2_vits14_reg,mean_pool,10,1,20,0.9132999777793884,0.9126215477507376
cifar10,dinov2_vits14_reg,mean_pool,10,2,1,0.871399998664856,0.870935134243316
cifar10,dinov2_vits14_reg,mean_pool,10,2,5,0.8888999819755554,0.8882576552658111
cifar10,dinov2_vits14_reg,mean_pool,10,2,20,0.8948000073432922,0.8940810287708967
cifar10,dinov2_vits14_reg,mean_pool,20,0,1,0.9053999781608582,0.9050370164111333
cifar10,dinov2_vits14_reg,mean_pool,20,0,5,0.920199990272522,0.9197696506398373
cifar10,dinov2_vits14_reg,mean_pool,20,0,20,0.9301000237464905,0.9296201236113731
cifar10,dinov2_vits14_reg,mean_pool,20,1,1,0.892799973487854,0.8922603695692379
cifar10,dinov2_vits14_reg,mean_pool,20,1,5,0.9126999974250793,0.9121138228411532
cifar10,dinov2_vits14_reg,mean_pool,20,1,20,0.917900025844574,0.9172326898629066
cifar10,dinov2_vits14_reg,mean_pool,20,2,1,0.9049999713897705,0.9044496812712908
cifar10,dinov2_vits14_reg,mean_pool,20,2,5,0.9189000129699707,0.9184557644994855
cifar10,dinov2_vits14_reg,mean_pool,20,2,20,0.9247999787330627,0.9244294978537061
cifar10,dinov2_vits14_reg,mean_pool,50,0,1,0.9158999919891357,0.9156330814190115
cifar10,dinov2_vits14_reg,mean_pool,50,0,5,0.9315000176429749,0.931299354071103
cifar10,dinov2_vits14_reg,mean_pool,50,0,20,0.9416999816894531,0.9414924328512259
cifar10,dinov2_vits14_reg,mean_pool,50,1,1,0.9138000011444092,0.9134239296685902
cifar10,dinov2_vits14_reg,mean_pool,50,1,5,0.9293000102043152,0.9289087931637556
cifar10,dinov2_vits14_reg,mean_pool,50,1,20,0.9332000017166138,0.9328570284624103
cifar10,dinov2_vits14_reg,mean_pool,50,2,1,0.9068999886512756,0.9065039231382028
cifar10,dinov2_vits14_reg,mean_pool,50,2,5,0.9243999719619751,0.9240061585922341
cifar10,dinov2_vits14_reg,mean_pool,50,2,20,0.9325000047683716,0.9320516465221879
cifar10,dinov2_vits14_reg,mean_pool,100,0,1,0.925599992275238,0.925348067122583
cifar10,dinov2_vits14_reg,mean_pool,100,0,5,0.9430000185966492,0.9428463535130719
cifar10,dinov2_vits14_reg,mean_pool,100,0,20,0.9478999972343445,0.9478342287420357
cifar10,dinov2_vits14_reg,mean_pool,100,1,1,0.9247000217437744,0.9244583223471159
cifar10,dinov2_vits14_reg,mean_pool,100,1,5,0.9394000172615051,0.9391830294311296
cifar10,dinov2_vits14_reg,mean_pool,100,1,20,0.9434000253677368,0.9432415425765421
cifar10,dinov2_vits14_reg,mean_pool,100,2,1,0.9244999885559082,0.9243209498146312
cifar10,dinov2_vits14_reg,mean_pool,100,2,5,0.9376000165939331,0.9374340046482071
cifar10,dinov2_vits14_reg,mean_pool,100,2,20,0.9441999793052673,0.9439718171196448
cifar10,moco_v3_vits16,cls,1,0,1,0.23199999332427979,0.22138696799181878
cifar10,moco_v3_vits16,cls,1,0,5,0.23199999332427979,0.22138696799181878
cifar10,moco_v3_vits16,cls,1,0,20,0.23199999332427979,0.22138696799181878
cifar10,moco_v3_vits16,cls,1,1,1,0.2143000066280365,0.20348343466264834
cifar10,moco_v3_vits16,cls,1,1,5,0.2143000066280365,0.20348343466264834
cifar10,moco_v3_vits16,cls,1,1,20,0.2143000066280365,0.20348343466264834
cifar10,moco_v3_vits16,cls,1,2,1,0.20669999718666077,0.17420868126648734
cifar10,moco_v3_vits16,cls,1,2,5,0.20669999718666077,0.17420868126648734
cifar10,moco_v3_vits16,cls,1,2,20,0.20669999718666077,0.17420868126648734
cifar10,moco_v3_vits16,cls,2,0,1,0.23559999465942383,0.2242694003395147
cifar10,moco_v3_vits16,cls,2,0,5,0.2547000050544739,0.2378548673214068
cifar10,moco_v3_vits16,cls,2,0,20,0.2676999866962433,0.24766206916905759
cifar10,moco_v3_vits16,cls,2,1,1,0.24660000205039978,0.23624684762553225
cifar10,moco_v3_vits16,cls,2,1,5,0.23659999668598175,0.21150982798867765
cifar10,moco_v3_vits16,cls,2,1,20,0.2442999929189682,0.218268568174872
cifar10,moco_v3_vits16,cls,2,2,1,0.22269999980926514,0.19332513231604492
cifar10,moco_v3_vits16,cls,2,2,5,0.2070000022649765,0.174396715793373
cifar10,moco_v3_vits16,cls,2,2,20,0.21870000660419464,0.1781481132345492
cifar10,moco_v3_vits16,cls,5,0,1,0.26899999380111694,0.24638934802846418
cifar10,moco_v3_vits16,cls,5,0,5,0.289900004863739,0.25786611259105174
cifar10,moco_v3_vits16,cls,5,0,20,0.2806999981403351,0.24319548380961037
cifar10,moco_v3_vits16,cls,5,1,1,0.29919999837875366,0.28143349209192653
cifar10,moco_v3_vits16,cls,5,1,5,0.3059000074863434,0.2807430908793487
cifar10,moco_v3_vits16,cls,5,1,20,0.28110000491142273,0.22960721120560268
cifar10,moco_v3_vits16,cls,5,2,1,0.3034000098705292,0.29184503601035977
cifar10,moco_v3_vits16,cls,5,2,5,0.3190000057220459,0.3086137021593219
cifar10,moco_v3_vits16,cls,5,2,20,0.2863999903202057,0.26242335260726973
cifar10,moco_v3_vits16,cls,10,0,1,0.296099990606308,0.2835534153528033
cifar10,moco_v3_vits16,cls,10,0,5,0.3271999955177307,0.306397766517114
cifar10,moco_v3_vits16,cls,10,0,20,0.3314000070095062,0.2964754985002158
cifar10,moco_v3_vits16,cls,10,1,1,0.31839999556541443,0.3073272227660549
cifar10,moco_v3_vits16,cls,10,1,5,0.3407999873161316,0.32452127347797666
cifar10,moco_v3_vits16,cls,10,1,20,0.33649998903274536,0.31261952656814895
cifar10,moco_v3_vits16,cls,10,2,1,0.3156000077724457,0.3106411565457599
cifar10,moco_v3_vits16,cls,10,2,5,0.33719998598098755,0.3314174979420997
cifar10,moco_v3_vits16,cls,10,2,20,0.35280001163482666,0.34238295282075726
cifar10,moco_v3_vits16,cls,20,0,1,0.32749998569488525,0.3226539597096908
cifar10,moco_v3_vits16,cls,20,0,5,0.36640000343322754,0.3580293501313364
cifar10,moco_v3_vits16,cls,20,0,20,0.3885999917984009,0.36876643153241534
cifar10,moco_v3_vits16,cls,20,1,1,0.3138999938964844,0.30574625011893375
cifar10,moco_v3_vits16,cls,20,1,5,0.34790000319480896,0.3383246838080133
cifar10,moco_v3_vits16,cls,20,1,20,0.349700003862381,0.3354521410785106
cifar10,moco_v3_vits16,cls,20,2,1,0.33730000257492065,0.3327647293804395
cifar10,moco_v3_vits16,cls,20,2,5,0.3698999881744385,0.36312839605048197
cifar10,moco_v3_vits16,cls,20,2,20,0.3806000053882599,0.36738726073212896
cifar10,moco_v3_vits16,cls,50,0,1,0.3693000078201294,0.36518573337049276
cifar10,moco_v3_vits16,cls,50,0,5,0.4011000096797943,0.39354857809005755
cifar10,moco_v3_vits16,cls,50,0,20,0.4169999957084656,0.4062398897298219
cifar10,moco_v3_vits16,cls,50,1,1,0.36739999055862427,0.36034539839436686
cifar10,moco_v3_vits16,cls,50,1,5,0.4108000099658966,0.39945875049622154
cifar10,moco_v3_vits16,cls,50,1,20,0.42410001158714294,0.40630024313300994
cifar10,moco_v3_vits16,cls,50,2,1,0.35929998755455017,0.3538934122181895
cifar10,moco_v3_vits16,cls,50,2,5,0.40639999508857727,0.3978859717110678
cifar10,moco_v3_vits16,cls,50,2,20,0.42890000343322754,0.4160488762203176
cifar10,moco_v3_vits16,cls,100,0,1,0.3939000070095062,0.3900317827932591
cifar10,moco_v3_vits16,cls,100,0,5,0.4438999891281128,0.43770564946839097
cifar10,moco_v3_vits16,cls,100,0,20,0.4593999981880188,0.45019874720478165
cifar10,moco_v3_vits16,cls,100,1,1,0.3873000144958496,0.3821227051254663
cifar10,moco_v3_vits16,cls,100,1,5,0.439300000667572,0.43088993980654144
cifar10,moco_v3_vits16,cls,100,1,20,0.46000000834465027,0.44617348366419857
cifar10,moco_v3_vits16,cls,100,2,1,0.39100000262260437,0.3857032759320466
cifar10,moco_v3_vits16,cls,100,2,5,0.4345000088214874,0.42625269561949375
cifar10,moco_v3_vits16,cls,100,2,20,0.460999995470047,0.4512007834702724
cifar10,moco_v3_vits16,mean_pool,1,0,1,0.2134000062942505,0.21241730190471278
cifar10,moco_v3_vits16,mean_pool,1,0,5,0.2134000062942505,0.21241730190471278
cifar10,moco_v3_vits16,mean_pool,1,0,20,0.2134000062942505,0.21241730190471278
cifar10,moco_v3_vits16,mean_pool,1,1,1,0.2125999927520752,0.18134088556261183
cifar10,moco_v3_vits16,mean_pool,1,1,5,0.2125999927520752,0.18134088556261183
cifar10,moco_v3_vits16,mean_pool,1,1,20,0.2125999927520752,0.18134088556261183
cifar10,moco_v3_vits16,mean_pool,1,2,1,0.20170000195503235,0.15292235248362357
cifar10,moco_v3_vits16,mean_pool,1,2,5,0.20170000195503235,0.15292235248362357
cifar10,moco_v3_vits16,mean_pool,1,2,20,0.20170000195503235,0.15292235248362357
cifar10,moco_v3_vits16,mean_pool,2,0,1,0.24459999799728394,0.23214123265205405
cifar10,moco_v3_vits16,mean_pool,2,0,5,0.23229999840259552,0.22617349263064024
cifar10,moco_v3_vits16,mean_pool,2,0,20,0.2484000027179718,0.24202449155764705
cifar10,moco_v3_vits16,mean_pool,2,1,1,0.26170000433921814,0.2357288335238248
cifar10,moco_v3_vits16,mean_pool,2,1,5,0.2671999931335449,0.24411485466697885
cifar10,moco_v3_vits16,mean_pool,2,1,20,0.26109999418258667,0.23121116174488582
cifar10,moco_v3_vits16,mean_pool,2,2,1,0.21860000491142273,0.1850568498384119
cifar10,moco_v3_vits16,mean_pool,2,2,5,0.20559999346733093,0.16387172866237637
cifar10,moco_v3_vits16,mean_pool,2,2,20,0.21539999544620514,0.16766353368757753
cifar10,moco_v3_vits16,mean_pool,5,0,1,0.2840000092983246,0.2703306028840303
cifar10,moco_v3_vits16,mean_pool,5,0,5,0.29760000109672546,0.2779601866245819
cifar10,moco_v3_vits16,mean_pool,5,0,20,0.24940000474452972,0.23050344722160943
cifar10,moco_v3_vits16,mean_pool,5,1,1,0.29330000281333923,0.28425809884365283
cifar10,moco_v3_vits16,mean_pool,5,1,5,0.32030001282691956,0.30184553929423885
cifar10,moco_v3_vits16,mean_pool,5,1,20,0.2770000100135803,0.23804840364187468
cifar10,moco_v3_vits16,mean_pool,5,2,1,0.3158999979496002,0.29849991403134085
cifar10,moco_v3_vits16,mean_pool,5,2,5,0.31690001487731934,0.3029540085634022
cifar10,moco_v3_vits16,mean_pool,5,2,20,0.2703000009059906,0.24807358403909746
cifar10,moco_v3_vits16,mean_pool,10,0,1,0.3073999881744385,0.2972516820291585
cifar10,moco_v3_vits16,mean_pool,10,0,5,0.3531999886035919,0.33780748370674896
cifar10,moco_v3_vits16,mean_pool,10,0,20,0.36079999804496765,0.33915603795754395
cifar10,moco_v3_vits16,mean_pool,10,1,1,0.32089999318122864,0.3165107853220223
cifar10,moco_v3_vits16,mean_pool,10,1,5,0.3513000011444092,0.33963723049415523
cifar10,moco_v3_vits16,mean_pool,10,1,20,0.3562999963760376,0.33487637461710457
cifar10,moco_v3_vits16,mean_pool,10,2,1,0.31700000166893005,0.3076847846003124
cifar10,moco_v3_vits16,mean_pool,10,2,5,0.3375999927520752,0.3278855905267509
cifar10,moco_v3_vits16,mean_pool,10,2,20,0.3424000144004822,0.3301994818929309
cifar10,moco_v3_vits16,mean_pool,20,0,1,0.326200008392334,0.32141098065143925
cifar10,moco_v3_vits16,mean_pool,20,0,5,0.3736000061035156,0.3678286200790538
cifar10,moco_v3_vits16,mean_pool,20,0,20,0.398499995470047,0.385083631223234
cifar10,moco_v3_vits16,mean_pool,20,1,1,0.33000001311302185,0.32435897185630347
cifar10,moco_v3_vits16,mean_pool,20,1,5,0.3644999861717224,0.35419960634664127
cifar10,moco_v3_vits16,mean_pool,20,1,20,0.3774999976158142,0.36004887813619413
cifar10,moco_v3_vits16,mean_pool,20,2,1,0.34689998626708984,0.3386889125529826
cifar10,moco_v3_vits16,mean_pool,20,2,5,0.3756999969482422,0.3597036338054851
cifar10,moco_v3_vits16,mean_pool,20,2,20,0.37380000948905945,0.3500092134257122
cifar10,moco_v3_vits16,mean_pool,50,0,1,0.3625999987125397,0.35762271695901865
cifar10,moco_v3_vits16,mean_pool,50,0,5,0.40799999237060547,0.39937180734281524
cifar10,moco_v3_vits16,mean_pool,50,0,20,0.4375,0.425785892882553
cifar10,moco_v3_vits16,mean_pool,50,1,1,0.374099999666214,0.3691098962231648
cifar10,moco_v3_vits16,mean_pool,50,1,5,0.4106999933719635,0.39848084172764736
cifar10,moco_v3_vits16,mean_pool,50,1,20,0.42260000109672546,0.400771903110441
cifar10,moco_v3_vits16,mean_pool,50,2,1,0.36730000376701355,0.3584651887089931
cifar10,moco_v3_vits16,mean_pool,50,2,5,0.4092999994754791,0.3947643834692514
cifar10,moco_v3_vits16,mean_pool,50,2,20,0.4115000069141388,0.38668907689464904
cifar10,moco_v3_vits16,mean_pool,100,0,1,0.3926999866962433,0.38752376856707343
cifar10,moco_v3_vits16,mean_pool,100,0,5,0.446399986743927,0.43696642348178305
cifar10,moco_v3_vits16,mean_pool,100,0,20,0.4611999988555908,0.4462611587055293
cifar10,moco_v3_vits16,mean_pool,100,1,1,0.39070001244544983,0.38455793384394504
cifar10,moco_v3_vits16,mean_pool,100,1,5,0.4399000108242035,0.42998740835090776
cifar10,moco_v3_vits16,mean_pool,100,1,20,0.460999995470047,0.44273195312840546
cifar10,moco_v3_vits16,mean_pool,100,2,1,0.383899986743927,0.37593134989047544
cifar10,moco_v3_vits16,mean_pool,100,2,5,0.4275999963283539,0.41546066338651455
cifar10,moco_v3_vits16,mean_pool,100,2,20,0.44670000672340393,0.43113180606840784
cifar100,dino_vits16,cls,1,0,1,0.3199999928474426,0.32379109884428703
cifar100,dino_vits16,cls,1,0,5,0.3199999928474426,0.32379109884428703
cifar100,dino_vits16,cls,1,0,20,0.3199999928474426,0.32379109884428703
cifar100,dino_vits16,cls,1,1,1,0.31859999895095825,0.30858775442743114
cifar100,dino_vits16,cls,1,1,5,0.31859999895095825,0.30858775442743114
cifar100,dino_vits16,cls,1,1,20,0.31859999895095825,0.30858775442743114
cifar100,dino_vits16,cls,1,2,1,0.3294999897480011,0.31989381159211694
cifar100,dino_vits16,cls,1,2,5,0.3294999897480011,0.31989381159211694
cifar100,dino_vits16,cls,1,2,20,0.3294999897480011,0.31989381159211694
cifar100,dino_vits16,cls,2,0,1,0.38089999556541443,0.376763680966774
cifar100,dino_vits16,cls,2,0,5,0.39649999141693115,0.3894101003973984
cifar100,dino_vits16,cls,2,0,20,0.40540000796318054,0.39685938633883827
cifar100,dino_vits16,cls,2,1,1,0.3944000005722046,0.39282250060082824
cifar100,dino_vits16,cls,2,1,5,0.4072999954223633,0.40169210219754686
cifar100,dino_vits16,cls,2,1,20,0.41600000858306885,0.4092159957696691
cifar100,dino_vits16,cls,2,2,1,0.41130000352859497,0.40856474139845905
cifar100,dino_vits16,cls,2,2,5,0.42579999566078186,0.4205987428229225
cifar100,dino_vits16,cls,2,2,20,0.43209999799728394,0.4267261028833431
cifar100,dino_vits16,cls,5,0,1,0.47290000319480896,0.4701964032516709
cifar100,dino_vits16,cls,5,0,5,0.5033000111579895,0.4972063757765065
cifar100,dino_vits16,cls,5,0,20,0.5241000056266785,0.51579671033384
cifar100,dino_vits16,cls,5,1,1,0.48240000009536743,0.4811588525556234
cifar100,dino_vits16,cls,5,1,5,0.5081999897956848,0.5039604179939099
cifar100,dino_vits16,cls,5,1,20,0.5293999910354614,0.5227608814782001
cifar100,dino_vits16,cls,5,2,1,0.47290000319480896,0.46682643939628987
cifar100,dino_vits16,cls,5,2,5,0.5023999810218811,0.49428829869693547
cifar100,dino_vits16,cls,5,2,20,0.5214999914169312,0.5123786569693652
cifar100,dino_vits16,cls,10,0,1,0.5206000208854675,0.5172180418976002
cifar100,dino_vits16,cls,10,0,5,0.5626999735832214,0.5561374705783211
cifar100,dino_vits16,cls,10,0,20,0.5856000185012817,0.577158627885338
cifar100,dino_vits16,cls,10,1,1,0.5232999920845032,0.5190970853744453
cifar100,dino_vits16,cls,10,1,5,0.5552999973297119,0.5481538772637886
cifar100,dino_vits16,cls,10,1,20,0.5820000171661377,0.5728358286309819
cifar100,dino_vits16,cls,10,2,1,0.5311999917030334,0.5263686622228826
cifar100,dino_vits16,cls,10,2,5,0.5663999915122986,0.560462874310287
cifar100,dino_vits16,cls,10,2,20,0.5935999751091003,0.5850694365118295
cifar100,dino_vits16,cls,20,0,1,0.5672000050544739,0.5647940048658722
cifar100,dino_vits16,cls,20,0,5,0.6132000088691711,0.6084606470293026
cifar100,dino_vits16,cls,20,0,20,0.6377000212669373,0.6332113708301154
cifar100,dino_vits16,cls,20,1,1,0.5637999773025513,0.5575014989145967
cifar100,dino_vits16,cls,20,1,5,0.6078000068664551,0.6009364267652966
cifar100,dino_vits16,cls,20,1,20,0.6345000267028809,0.6264150795115195
cifar100,dino_vits16,cls,20,2,1,0.5734000205993652,0.5703821526854631
cifar100,dino_vits16,cls,20,2,5,0.6108999848365784,0.6058961187776926
cifar100,dino_vits16,cls,20,2,20,0.6384999752044678,0.6318208738817335
cifar100,dino_vits16,cls,50,0,1,0.6194999814033508,0.616956868291604
cifar100,dino_vits16,cls,50,0,5,0.6633999943733215,0.6600257701977674
cifar100,dino_vits16,cls,50,0,20,0.6819000244140625,0.6774864141143992
cifar100,dino_vits16,cls,50,1,1,0.6284999847412109,0.6255912614977206
cifar100,dino_vits16,cls,50,1,5,0.6668999791145325,0.6631222095940866
cifar100,dino_vits16,cls,50,1,20,0.6895999908447266,0.6852287576634967
cifar100,dino_vits16,cls,50,2,1,0.6262000203132629,0.6228091761283846
cifar100,dino_vits16,cls,50,2,5,0.6674000024795532,0.6628261079798348
cifar100,dino_vits16,cls,50,2,20,0.6870999932289124,0.6823365387046405
cifar100,dino_vits16,cls,100,0,1,0.663100004196167,0.6605962094775139
cifar100,dino_vits16,cls,100,0,5,0.7003999948501587,0.6972350544794089
cifar100,dino_vits16,cls,100,0,20,0.7217000126838684,0.7178267971004765
cifar100,dino_vits16,cls,100,1,1,0.6682999730110168,0.6650925844788564
cifar100,dino_vits16,cls,100,1,5,0.7059999704360962,0.7031091850311896
cifar100,dino_vits16,cls,100,1,20,0.7263000011444092,0.7229647797667353
cifar100,dino_vits16,cls,100,2,1,0.6644999980926514,0.662440490567172
cifar100,dino_vits16,cls,100,2,5,0.7034000158309937,0.7010389928881093
cifar100,dino_vits16,cls,100,2,20,0.7271999716758728,0.7242129077796636
cifar100,dino_vits16,mean_pool,1,0,1,0.14429999887943268,0.13787685867613292
cifar100,dino_vits16,mean_pool,1,0,5,0.14429999887943268,0.13787685867613292
cifar100,dino_vits16,mean_pool,1,0,20,0.14429999887943268,0.13787685867613292
cifar100,dino_vits16,mean_pool,1,1,1,0.13449999690055847,0.1273890806417928
cifar100,dino_vits16,mean_pool,1,1,5,0.13449999690055847,0.1273890806417928
cifar100,dino_vits16,mean_pool,1,1,20,0.13449999690055847,0.1273890806417928
cifar100,dino_vits16,mean_pool,1,2,1,0.1444000005722046,0.1414850555276291
cifar100,dino_vits16,mean_pool,1,2,5,0.1444000005722046,0.1414850555276291
cifar100,dino_vits16,mean_pool,1,2,20,0.1444000005722046,0.1414850555276291
cifar100,dino_vits16,mean_pool,2,0,1,0.1859000027179718,0.18406846515269418
cifar100,dino_vits16,mean_pool,2,0,5,0.18549999594688416,0.17992020469686765
cifar100,dino_vits16,mean_pool,2,0,20,0.17270000278949738,0.15673750300197997
cifar100,dino_vits16,mean_pool,2,1,1,0.17759999632835388,0.17392822002699115
cifar100,dino_vits16,mean_pool,2,1,5,0.17389999330043793,0.16830336418773953
cifar100,dino_vits16,mean_pool,2,1,20,0.1704999953508377,0.1570815840671792
cifar100,dino_vits16,mean_pool,2,2,1,0.18230000138282776,0.1822146862829457
cifar100,dino_vits16,mean_pool,2,2,5,0.1826000064611435,0.18250335966893033
cifar100,dino_vits16,mean_pool,2,2,20,0.1736000031232834,0.17012540618332136
cifar100,dino_vits16,mean_pool,5,0,1,0.23100000619888306,0.23003031879514496
cifar100,dino_vits16,mean_pool,5,0,5,0.241799995303154,0.2374254464418215
cifar100,dino_vits16,mean_pool,5,0,20,0.23479999601840973,0.22475497044211243
cifar100,dino_vits16,mean_pool,5,1,1,0.22939999401569366,0.2297534678891593
cifar100,dino_vits16,mean_pool,5,1,5,0.23080000281333923,0.22746183292360325
cifar100,dino_vits16,mean_pool,5,1,20,0.2295999974012375,0.22399591325696797
cifar100,dino_vits16,mean_pool,5,2,1,0.23639999330043793,0.2340580375293339
cifar100,dino_vits16,mean_pool,5,2,5,0.23989999294281006,0.2352654131336707
cifar100,dino_vits16,mean_pool,5,2,20,0.23649999499320984,0.22601178523931562
cifar100,dino_vits16,mean_pool,10,0,1,0.27869999408721924,0.2769485753131835
cifar100,dino_vits16,mean_pool,10,0,5,0.29679998755455017,0.2919678709579451
cifar100,dino_vits16,mean_pool,10,0,20,0.3028999865055084,0.2921559216356551
cifar100,dino_vits16,mean_pool,10,1,1,0.2687000036239624,0.2654893778551952
cifar100,dino_vits16,mean_pool,10,1,5,0.2849000096321106,0.280246609183475
cifar100,dino_vits16,mean_pool,10,1,20,0.29010000824928284,0.28063683529139005
cifar100,dino_vits16,mean_pool,10,2,1,0.2678999900817871,0.2675537983117428
cifar100,dino_vits16,mean_pool,10,2,5,0.2818000018596649,0.277226767157627
cifar100,dino_vits16,mean_pool,10,2,20,0.2840999960899353,0.2747186685940077
cifar100,dino_vits16,mean_pool,20,0,1,0.3156999945640564,0.3175638642268711
cifar100,dino_vits16,mean_pool,20,0,5,0.3424000144004822,0.33857073430349965
cifar100,dino_vits16,mean_pool,20,0,20,0.34779998660087585,0.3394715762090719
cifar100,dino_vits16,mean_pool,20,1,1,0.31470000743865967,0.31255755096601046
cifar100,dino_vits16,mean_pool,20,1,5,0.3328999876976013,0.32821357867768697
cifar100,dino_vits16,mean_pool,20,1,20,0.34119999408721924,0.33018151407933877
cifar100,dino_vits16,mean_pool,20,2,1,0.31779998540878296,0.31712065421889496
cifar100,dino_vits16,mean_pool,20,2,5,0.34040001034736633,0.3348078531176237
cifar100,dino_vits16,mean_pool,20,2,20,0.34779998660087585,0.33629841103687674
cifar100,dino_vits16,mean_pool,50,0,1,0.3718000054359436,0.37124104992082624
cifar100,dino_vits16,mean_pool,50,0,5,0.4047999978065491,0.40116704636072
cifar100,dino_vits16,mean_pool,50,0,20,0.4122999906539917,0.40416027381321384
cifar100,dino_vits16,mean_pool,50,1,1,0.3716999888420105,0.36991169526278134
cifar100,dino_vits16,mean_pool,50,1,5,0.4066999852657318,0.4016591656467352
cifar100,dino_vits16,mean_pool,50,1,20,0.4178999960422516,0.41028350410048836
cifar100,dino_vits16,mean_pool,50,2,1,0.3783000111579895,0.37727189022102336
cifar100,dino_vits16,mean_pool,50,2,5,0.4072999954223633,0.40280596773436383
cifar100,dino_vits16,mean_pool,50,2,20,0.41909998655319214,0.4100530631743811
cifar100,dino_vits16,mean_pool,100,0,1,0.4269999861717224,0.42590244663612203
cifar100,dino_vits16,mean_pool,100,0,5,0.4586000144481659,0.4548583441417804
cifar100,dino_vits16,mean_pool,100,0,20,0.46630001068115234,0.4586003094787961
cifar100,dino_vits16,mean_pool,100,1,1,0.42660000920295715,0.42449570676190945
cifar100,dino_vits16,mean_pool,100,1,5,0.45739999413490295,0.4533491029533144
cifar100,dino_vits16,mean_pool,100,1,20,0.47519999742507935,0.4684780365762869
cifar100,dino_vits16,mean_pool,100,2,1,0.427700012922287,0.4264799323575021
cifar100,dino_vits16,mean_pool,100,2,5,0.46700000762939453,0.46353239981182254
cifar100,dino_vits16,mean_pool,100,2,20,0.474700003862381,0.4664517478102625
cifar100,dinov2_vits14,cls,1,0,1,0.49880000948905945,0.5015689034418251
cifar100,dinov2_vits14,cls,1,0,5,0.49880000948905945,0.5015689034418251
cifar100,dinov2_vits14,cls,1,0,20,0.49880000948905945,0.5015689034418251
cifar100,dinov2_vits14,cls,1,1,1,0.44589999318122864,0.4428158075891153
cifar100,dinov2_vits14,cls,1,1,5,0.44589999318122864,0.4428158075891153
cifar100,dinov2_vits14,cls,1,1,20,0.44589999318122864,0.4428158075891153
cifar100,dinov2_vits14,cls,1,2,1,0.4975999891757965,0.49166280723829414
cifar100,dinov2_vits14,cls,1,2,5,0.4975999891757965,0.49166280723829414
cifar100,dinov2_vits14,cls,1,2,20,0.4975999891757965,0.49166280723829414
cifar100,dinov2_vits14,cls,2,0,1,0.5618000030517578,0.5575733795396834
cifar100,dinov2_vits14,cls,2,0,5,0.5748000144958496,0.5690629101150857
cifar100,dinov2_vits14,cls,2,0,20,0.5795999765396118,0.573538670272028
cifar100,dinov2_vits14,cls,2,1,1,0.5370000004768372,0.5364537924591553
cifar100,dinov2_vits14,cls,2,1,5,0.5490000247955322,0.5475560398291176
cifar100,dinov2_vits14,cls,2,1,20,0.5544999837875366,0.5526103397513896
cifar100,dinov2_vits14,cls,2,2,1,0.5685999989509583,0.5693511844711455
cifar100,dinov2_vits14,cls,2,2,5,0.5810999870300293,0.5803126748110324
cifar100,dinov2_vits14,cls,2,2,20,0.5857999920845032,0.5844974110399118
cifar100,dinov2_vits14,cls,5,0,1,0.6244999766349792,0.6248960948124664
cifar100,dinov2_vits14,cls,5,0,5,0.6535000205039978,0.6524254091882846
cifar100,dinov2_vits14,cls,5,0,20,0.6699000000953674,0.6689419110464921
cifar100,dinov2_vits14,cls,5,1,1,0.6302000284194946,0.6299945127866401
cifar100,dinov2_vits14,cls,5,1,5,0.6561999917030334,0.6543363515945844
cifar100,dinov2_vits14,cls,5,1,20,0.671999990940094,0.6704138751147507
cifar100,dinov2_vits14,cls,5,2,1,0.6359999775886536,0.6346709262545995
cifar100,dinov2_vits14,cls,5,2,5,0.6564000248908997,0.6543129777866383
cifar100,dinov2_vits14,cls,5,2,20,0.6679999828338623,0.6661243476531632
cifar100,dinov2_vits14,cls,10,0,1,0.671999990940094,0.6726857898025898
cifar100,dinov2_vits14,cls,10,0,5,0.7044000029563904,0.7034837305026393
